algorithm,antecedents,consequents,support,confidence,lift,recency_score,composite_score_with_recency
Apriori,frozenset({'ice cream'}),frozenset({'rolls/buns'}),0.0017,0.1379,1.3665,0.8959,0.2488
Apriori,frozenset({'specialty chocolate'}),frozenset({'domestic eggs'}),0.0013,0.0714,1.6771,0.9376,0.2174
FP-Growth,frozenset({'specialty chocolate'}),frozenset({'domestic eggs'}),0.0013,0.0714,1.6771,0.9376,0.2174
FP-Growth,frozenset({'chocolate'}),frozenset({'canned beer'}),0.0013,0.0732,2.2312,0.8507,0.2103
Apriori,frozenset({'chocolate'}),frozenset({'canned beer'}),0.0013,0.0732,2.2312,0.8507,0.2103
Apriori,frozenset({'UHT-milk'}),frozenset({'bottled water'}),0.0017,0.08,1.244,0.9524,0.2248
FP-Growth,frozenset({'UHT-milk'}),frozenset({'bottled water'}),0.0017,0.08,1.244,0.9524,0.2248
FP-Growth,frozenset({'oil'}),frozenset({'bottled beer'}),0.0013,0.0682,1.5695,0.9524,0.2157
Apriori,frozenset({'oil'}),frozenset({'bottled beer'}),0.0013,0.0682,1.5695,0.9524,0.2157
Apriori,frozenset({'beverages'}),frozenset({'soda'}),0.0013,0.1111,1.1197,0.9836,0.2365
FP-Growth,frozenset({'beverages'}),frozenset({'soda'}),0.0013,0.1111,1.1197,0.9836,0.2365
FP-Growth,frozenset({'hard cheese'}),frozenset({'newspapers'}),0.0013,0.0937,2.3669,0.8053,0.2125
Apriori,frozenset({'hard cheese'}),frozenset({'newspapers'}),0.0013,0.0937,2.3669,0.8053,0.2125
FP-Growth,frozenset({'candy'}),frozenset({'soda'}),0.0017,0.1053,1.0608,0.9524,0.2333
Apriori,frozenset({'candy'}),frozenset({'soda'}),0.0017,0.1053,1.0608,0.9524,0.2333
Apriori,frozenset({'domestic eggs'}),frozenset({'root vegetables'}),0.0026,0.06,1.174,0.89,0.215
FP-Growth,frozenset({'domestic eggs'}),frozenset({'root vegetables'}),0.0026,0.06,1.174,0.89,0.215
Apriori,frozenset({'candy'}),frozenset({'rolls/buns'}),0.0017,0.1053,1.0429,0.9524,0.2323
FP-Growth,frozenset({'candy'}),frozenset({'rolls/buns'}),0.0017,0.1053,1.0429,0.9524,0.2323
FP-Growth,frozenset({'hard cheese'}),frozenset({'shopping bags'}),0.0013,0.0937,1.7333,0.8959,0.2183
Apriori,frozenset({'hard cheese'}),frozenset({'shopping bags'}),0.0013,0.0937,1.7333,0.8959,0.2183
FP-Growth,frozenset({'specialty bar'}),frozenset({'soda'}),0.0013,0.1071,1.0797,0.9836,0.2314
Apriori,frozenset({'specialty bar'}),frozenset({'soda'}),0.0013,0.1071,1.0797,0.9836,0.2314
FP-Growth,frozenset({'pork'}),frozenset({'bottled water'}),0.0017,0.0851,1.3234,0.9232,0.2199
Apriori,frozenset({'pork'}),frozenset({'bottled water'}),0.0017,0.0851,1.3234,0.9232,0.2199
Apriori,frozenset({'chocolate'}),frozenset({'bottled water'}),0.0017,0.0976,1.517,0.883,0.2217
FP-Growth,frozenset({'chocolate'}),frozenset({'bottled water'}),0.0017,0.0976,1.517,0.883,0.2217
FP-Growth,frozenset({'meat'}),frozenset({'yogurt'}),0.0013,0.1,1.2831,0.9524,0.2234
Apriori,frozenset({'meat'}),frozenset({'yogurt'}),0.0013,0.1,1.2831,0.9524,0.2234
Apriori,frozenset({'oil'}),frozenset({'tropical fruit'}),0.0013,0.0682,1.6336,0.9202,0.2049
FP-Growth,frozenset({'oil'}),frozenset({'tropical fruit'}),0.0013,0.0682,1.6336,0.9202,0.2049
FP-Growth,frozenset({'waffles'}),frozenset({'root vegetables'}),0.0017,0.0741,1.4494,0.89,0.2039
Apriori,frozenset({'waffles'}),frozenset({'root vegetables'}),0.0017,0.0741,1.4494,0.89,0.2039
Apriori,frozenset({'white wine'}),frozenset({'rolls/buns'}),0.0013,0.1111,1.1008,0.9524,0.2216
FP-Growth,frozenset({'white wine'}),frozenset({'rolls/buns'}),0.0013,0.1111,1.1008,0.9524,0.2216
FP-Growth,frozenset({'ice cream'}),frozenset({'whole milk'}),0.0017,0.1379,1.0152,0.8959,0.2296
Apriori,frozenset({'ice cream'}),frozenset({'whole milk'}),0.0017,0.1379,1.0152,0.8959,0.2296
FP-Growth,frozenset({'candy'}),frozenset({'bottled water'}),0.0013,0.0789,1.2276,0.9524,0.2049
Apriori,frozenset({'candy'}),frozenset({'bottled water'}),0.0013,0.0789,1.2276,0.9524,0.2049
FP-Growth,frozenset({'white bread'}),frozenset({'newspapers'}),0.0017,0.0635,1.603,0.8618,0.192
Apriori,frozenset({'white bread'}),frozenset({'newspapers'}),0.0017,0.0635,1.603,0.8618,0.192
Apriori,frozenset({'hygiene articles'}),frozenset({'white bread'}),0.0013,0.0857,3.1946,0.6303,0.174
FP-Growth,frozenset({'hygiene articles'}),frozenset({'white bread'}),0.0013,0.0857,3.1946,0.6303,0.174
Apriori,frozenset({'sliced cheese'}),frozenset({'yogurt'}),0.0013,0.0833,1.0692,0.9376,0.1929
FP-Growth,frozenset({'sliced cheese'}),frozenset({'yogurt'}),0.0013,0.0833,1.0692,0.9376,0.1929
Apriori,frozenset({'sugar'}),frozenset({'root vegetables'}),0.0013,0.0682,1.3341,0.9048,0.1817
FP-Growth,frozenset({'sugar'}),frozenset({'root vegetables'}),0.0013,0.0682,1.3341,0.9048,0.1817
Apriori,frozenset({'dishes'}),frozenset({'other vegetables'}),0.0017,0.2,1.8202,0.6779,0.222
FP-Growth,frozenset({'dishes'}),frozenset({'other vegetables'}),0.0017,0.2,1.8202,0.6779,0.222
Apriori,frozenset({'long life bakery product'}),frozenset({'brown bread'}),0.0013,0.0638,1.5139,0.8666,0.1713
FP-Growth,frozenset({'long life bakery product'}),frozenset({'brown bread'}),0.0013,0.0638,1.5139,0.8666,0.1713
FP-Growth,frozenset({'chocolate'}),frozenset({'shopping bags'}),0.0013,0.0732,1.3528,0.883,0.1767
Apriori,frozenset({'chocolate'}),frozenset({'shopping bags'}),0.0013,0.0732,1.3528,0.883,0.1767
Apriori,frozenset({'pork'}),frozenset({'pastry'}),0.0013,0.0638,1.2086,0.9068,0.1726
FP-Growth,frozenset({'pork'}),frozenset({'pastry'}),0.0013,0.0638,1.2086,0.9068,0.1726
Apriori,frozenset({'long life bakery product'}),frozenset({'tropical fruit'}),0.0013,0.0638,1.5293,0.8507,0.1651
FP-Growth,frozenset({'long life bakery product'}),frozenset({'tropical fruit'}),0.0013,0.0638,1.5293,0.8507,0.1651
Apriori,frozenset({'UHT-milk'}),frozenset({'root vegetables'}),0.0013,0.06,1.174,0.9048,0.167
FP-Growth,frozenset({'UHT-milk'}),frozenset({'root vegetables'}),0.0013,0.06,1.174,0.9048,0.167
FP-Growth,frozenset({'long life bakery product'}),frozenset({'domestic eggs'}),0.0013,0.0638,1.4987,0.8206,0.1501
Apriori,frozenset({'long life bakery product'}),frozenset({'domestic eggs'}),0.0013,0.0638,1.4987,0.8206,0.1501
Apriori,frozenset({'sweet spreads'}),frozenset({'other vegetables'}),0.0013,0.2143,1.9502,0.5612,0.1695
FP-Growth,frozenset({'sweet spreads'}),frozenset({'other vegetables'}),0.0013,0.2143,1.9502,0.5612,0.1695
