algorithm,antecedents,consequents,support,confidence,lift,recency_score,composite_score_with_recency
FP-Growth,frozenset({'bottled water'}),frozenset({'yogurt'}),0.0032,0.0531,0.6764,0.9987,0.2913
FP-Growth,frozenset({'long life bakery product'}),frozenset({'tropical fruit'}),0.0011,0.0529,1.0849,0.9908,0.4103
FP-Growth,frozenset({'domestic eggs'}),frozenset({'bottled water'}),0.0019,0.0482,0.7932,0.9987,0.3346
FP-Growth,frozenset({'soda'}),frozenset({'brown bread'}),0.0028,0.0291,0.7236,1.0,0.311
FP-Growth,frozenset({'other vegetables'}),frozenset({'specialty chocolate'}),0.0016,0.0146,0.8894,0.9987,0.3654
FP-Growth,frozenset({'coffee'}),frozenset({'soda'}),0.002,0.0664,0.7019,1.0,0.3085
FP-Growth,frozenset({'frozen vegetables'}),frozenset({'whole milk'}),0.0028,0.1,0.7664,0.9935,0.3086
FP-Growth,frozenset({'pickled vegetables'}),frozenset({'whole milk'}),0.0011,0.0978,0.7497,0.9987,0.3254
FP-Growth,frozenset({'newspapers'}),frozenset({'white bread'}),0.0011,0.026,0.9753,0.9961,0.3874
FP-Growth,frozenset({'curd'}),frozenset({'pastry'}),0.0013,0.0437,0.8794,0.9974,0.3598
FP-Growth,frozenset({'tropical fruit'}),frozenset({'sugar'}),0.0011,0.0221,1.1385,0.9908,0.4248
FP-Growth,frozenset({'frozen vegetables'}),frozenset({'other vegetables'}),0.0024,0.087,0.8151,0.9935,0.3244
FP-Growth,frozenset({'frozen vegetables'}),frozenset({'rolls/buns'}),0.0024,0.087,0.8533,0.9921,0.3329
FP-Growth,frozenset({'root vegetables'}),frozenset({'waffles'}),0.0012,0.0198,0.9739,0.9961,0.3855
FP-Growth,frozenset({'rolls/buns'}),frozenset({'brown bread'}),0.003,0.0293,0.7302,0.9987,0.3067
FP-Growth,frozenset({'other vegetables'}),frozenset({'curd'}),0.0025,0.0235,0.7811,0.9987,0.325
FP-Growth,frozenset({'yogurt'}),frozenset({'fruit/vegetable juice'}),0.0023,0.0289,0.7876,0.9987,0.3282
FP-Growth,frozenset({'white bread'}),frozenset({'whole milk'}),0.0024,0.0897,0.6873,0.9974,0.2938
FP-Growth,frozenset({'rolls/buns'}),frozenset({'salty snack'}),0.002,0.02,1.0172,0.9921,0.3839
FP-Growth,frozenset({'sliced cheese'}),frozenset({'whole milk'}),0.0014,0.0976,0.7477,0.9974,0.3178
FP-Growth,frozenset({'root vegetables'}),frozenset({'whole milk'}),0.0041,0.0673,0.516,1.0,0.237
FP-Growth,frozenset({'yogurt'}),frozenset({'bottled water'}),0.0032,0.0411,0.6764,0.9987,0.2875
FP-Growth,frozenset({'frozen vegetables'}),frozenset({'root vegetables'}),0.0016,0.0565,0.9358,0.9935,0.3644
FP-Growth,frozenset({'rolls/buns'}),frozenset({'chocolate'}),0.0022,0.0211,0.8832,0.9961,0.3507
FP-Growth,frozenset({'other vegetables'}),frozenset({'sliced cheese'}),0.0014,0.0135,0.9145,0.9974,0.3669
FP-Growth,frozenset({'other vegetables'}),frozenset({'bottled water'}),0.0038,0.0359,0.5904,1.0,0.2594
FP-Growth,frozenset({'rolls/buns'}),frozenset({'citrus fruit'}),0.0026,0.0258,0.747,0.9987,0.311
FP-Growth,frozenset({'bottled water'}),frozenset({'domestic eggs'}),0.0019,0.0315,0.7932,0.9987,0.3293
FP-Growth,frozenset({'whipped/sour cream'}),frozenset({'soda'}),0.0029,0.0647,0.6838,0.9974,0.2873
FP-Growth,frozenset({'tropical fruit'}),frozenset({'yogurt'}),0.0026,0.0539,0.6862,0.9987,0.2923
FP-Growth,frozenset({'whole milk'}),frozenset({'tropical fruit'}),0.0038,0.0293,0.6011,1.0,0.2621
FP-Growth,frozenset({'soda'}),frozenset({'beverages'}),0.0012,0.0126,0.8882,0.9987,0.3621
FP-Growth,frozenset({'chocolate'}),frozenset({'yogurt'}),0.0016,0.065,0.8272,0.9961,0.3355
FP-Growth,frozenset({'tropical fruit'}),frozenset({'rolls/buns'}),0.0031,0.0637,0.6254,0.9987,0.2708
FP-Growth,frozenset({'rolls/buns'}),frozenset({'margarine'}),0.0029,0.0282,0.7957,0.9961,0.3176
FP-Growth,frozenset({'bottled beer'}),frozenset({'root vegetables'}),0.0018,0.0442,0.7326,1.0,0.314
FP-Growth,frozenset({'whole milk'}),frozenset({'curd'}),0.0029,0.022,0.7299,0.9987,0.3035
FP-Growth,frozenset({'rolls/buns'}),frozenset({'chewing gum'}),0.0012,0.0117,0.9621,0.9961,0.3776
FP-Growth,frozenset({'domestic eggs'}),frozenset({'soda'}),0.0025,0.0633,0.6686,0.9987,0.2865
FP-Growth,frozenset({'rolls/buns'}),frozenset({'domestic eggs'}),0.003,0.0293,0.739,0.9974,0.3019
FP-Growth,frozenset({'candy'}),frozenset({'soda'}),0.0012,0.0746,0.7888,0.9974,0.3277
FP-Growth,frozenset({'pastry'}),frozenset({'curd'}),0.0013,0.0265,0.8794,0.9974,0.3544
FP-Growth,frozenset({'whole milk'}),frozenset({'butter'}),0.0031,0.0238,0.6991,0.9987,0.2916
FP-Growth,frozenset({'white bread'}),frozenset({'other vegetables'}),0.002,0.0762,0.7146,0.9974,0.2997
FP-Growth,frozenset({'citrus fruit'}),frozenset({'bottled water'}),0.0016,0.045,0.7404,1.0,0.3162
FP-Growth,frozenset({'waffles'}),frozenset({'rolls/buns'}),0.0017,0.0824,0.8082,0.9948,0.3242
FP-Growth,frozenset({'sausage'}),frozenset({'soda'}),0.0017,0.0651,0.6883,1.0,0.2997
FP-Growth,frozenset({'other vegetables'}),frozenset({'beverages'}),0.0013,0.0123,0.8664,0.9987,0.3528
FP-Growth,frozenset({'other vegetables'}),frozenset({'brown bread'}),0.0029,0.0269,0.6695,1.0,0.2865
FP-Growth,frozenset({'citrus fruit'}),frozenset({'whole milk'}),0.0026,0.0761,0.5834,1.0,0.2615
FP-Growth,frozenset({'berries'}),frozenset({'other vegetables'}),0.0013,0.0809,0.7581,0.9974,0.3165
FP-Growth,frozenset({'specialty bar'}),frozenset({'whole milk'}),0.0012,0.0877,0.6722,1.0,0.2966
FP-Growth,frozenset({'hygiene articles'}),frozenset({'other vegetables'}),0.0012,0.0813,0.7621,0.9974,0.3177
FP-Growth,frozenset({'soda'}),frozenset({'butter'}),0.0024,0.0253,0.7418,0.9987,0.307
FP-Growth,frozenset({'cream cheese '}),frozenset({'yogurt'}),0.0017,0.0707,0.8998,0.9921,0.3445
FP-Growth,frozenset({'curd'}),frozenset({'yogurt'}),0.0018,0.0595,0.7575,0.9974,0.3124
FP-Growth,frozenset({'domestic eggs'}),frozenset({'root vegetables'}),0.0018,0.0452,0.748,0.9987,0.3124
FP-Growth,frozenset({'hygiene articles'}),frozenset({'rolls/buns'}),0.0012,0.0813,0.7978,0.9961,0.3251
FP-Growth,frozenset({'long life bakery product'}),frozenset({'yogurt'}),0.0016,0.0765,0.9732,0.9895,0.3612
FP-Growth,frozenset({'newspapers'}),frozenset({'other vegetables'}),0.0028,0.0665,0.6231,0.9987,0.2684
FP-Growth,frozenset({'pip fruit'}),frozenset({'yogurt'}),0.0022,0.0573,0.7295,0.9974,0.3013
FP-Growth,frozenset({'other vegetables'}),frozenset({'tropical fruit'}),0.0032,0.0303,0.6203,1.0,0.2675
FP-Growth,frozenset({'tropical fruit'}),frozenset({'long life bakery product'}),0.0011,0.0221,1.0849,0.9908,0.4005
FP-Growth,frozenset({'whole milk'}),frozenset({'ice cream'}),0.0016,0.0119,0.9488,0.9948,0.365
FP-Growth,frozenset({'rolls/buns'}),frozenset({'specialty bar'}),0.0012,0.0117,0.8608,0.9987,0.3493
FP-Growth,frozenset({'other vegetables'}),frozenset({'canned beer'}),0.0025,0.0235,0.6883,1.0,0.2917
FP-Growth,frozenset({'dessert'}),frozenset({'root vegetables'}),0.0012,0.0515,0.8534,0.9961,0.3409
FP-Growth,frozenset({'fruit/vegetable juice'}),frozenset({'other vegetables'}),0.0024,0.0651,0.6106,1.0,0.2689
FP-Growth,frozenset({'hard cheese'}),frozenset({'rolls/buns'}),0.0011,0.0783,0.768,0.9974,0.3187
FP-Growth,frozenset({'root vegetables'}),frozenset({'bottled beer'}),0.0018,0.0297,0.7326,1.0,0.3094
FP-Growth,frozenset({'soda'}),frozenset({'curd'}),0.0022,0.0228,0.755,0.9987,0.3107
FP-Growth,frozenset({'whipped/sour cream'}),frozenset({'other vegetables'}),0.003,0.0674,0.6316,0.9974,0.2652
FP-Growth,frozenset({'root vegetables'}),frozenset({'yogurt'}),0.003,0.0495,0.63,0.9987,0.2676
FP-Growth,frozenset({'domestic eggs'}),frozenset({'other vegetables'}),0.0026,0.0663,0.6211,0.9987,0.2667
FP-Growth,frozenset({'soda'}),frozenset({'margarine'}),0.0025,0.0265,0.7499,0.9974,0.303
FP-Growth,frozenset({'butter milk'}),frozenset({'soda'}),0.0011,0.0698,0.7375,0.9987,0.311
FP-Growth,frozenset({'yogurt'}),frozenset({'tropical fruit'}),0.0026,0.0335,0.6862,0.9987,0.2859
FP-Growth,frozenset({'canned beer'}),frozenset({'bottled beer'}),0.0011,0.0315,0.7761,1.0,0.3253
FP-Growth,frozenset({'butter'}),frozenset({'margarine'}),0.0011,0.0316,0.892,0.9961,0.3514
FP-Growth,frozenset({'pip fruit'}),frozenset({'root vegetables'}),0.0017,0.0446,0.7382,0.9987,0.307
FP-Growth,frozenset({'cream cheese '}),frozenset({'shopping bags'}),0.0012,0.0505,0.9575,0.9921,0.3613
FP-Growth,frozenset({'margarine'}),frozenset({'butter'}),0.0011,0.0304,0.892,0.9961,0.351
FP-Growth,frozenset({'whipped/sour cream'}),frozenset({'yogurt'}),0.0025,0.0566,0.7203,0.9961,0.2902
FP-Growth,frozenset({'other vegetables'}),frozenset({'hamburger meat'}),0.0014,0.0135,0.7811,1.0,0.324
FP-Growth,frozenset({'whole milk'}),frozenset({'pastry'}),0.0038,0.0293,0.5909,0.9987,0.2487
FP-Growth,frozenset({'tropical fruit'}),frozenset({'pastry'}),0.0018,0.0368,0.7407,0.9987,0.3065
FP-Growth,frozenset({'pastry'}),frozenset({'tropical fruit'}),0.0018,0.0361,0.7407,0.9987,0.3063
FP-Growth,frozenset({'pastry'}),frozenset({'yogurt'}),0.0026,0.053,0.6746,0.9974,0.2779
FP-Growth,frozenset({'root vegetables'}),frozenset({'frozen vegetables'}),0.0016,0.0257,0.9358,0.9935,0.3547
FP-Growth,frozenset({'bottled water'}),frozenset({'citrus fruit'}),0.0016,0.0256,0.7404,1.0,0.3101
FP-Growth,frozenset({'bottled beer'}),frozenset({'canned beer'}),0.0011,0.0265,0.7761,1.0,0.3237
FP-Growth,frozenset({'canned beer'}),frozenset({'soda'}),0.002,0.0594,0.6283,1.0,0.2729
FP-Growth,frozenset({'fruit/vegetable juice'}),frozenset({'soda'}),0.0022,0.0586,0.6197,1.0,0.2695
FP-Growth,frozenset({'root vegetables'}),frozenset({'domestic eggs'}),0.0018,0.0297,0.748,0.9987,0.3075
FP-Growth,frozenset({'coffee'}),frozenset({'rolls/buns'}),0.002,0.0664,0.6517,0.9987,0.2769
FP-Growth,frozenset({'whole milk'}),frozenset({'fruit/vegetable juice'}),0.003,0.0229,0.6241,1.0,0.2654
FP-Growth,frozenset({'citrus fruit'}),frozenset({'pastry'}),0.0013,0.0381,0.7668,0.9987,0.3158
FP-Growth,frozenset({'yogurt'}),frozenset({'root vegetables'}),0.003,0.0381,0.63,0.9987,0.264
FP-Growth,frozenset({'soda'}),frozenset({'coffee'}),0.002,0.0215,0.7019,1.0,0.2943
FP-Growth,frozenset({'whole milk'}),frozenset({'root vegetables'}),0.0041,0.0312,0.516,1.0,0.2256
FP-Growth,frozenset({'napkins'}),frozenset({'whole milk'}),0.0025,0.1005,0.77,0.9908,0.2913
FP-Growth,frozenset({'soda'}),frozenset({'oil'}),0.0013,0.0139,0.9302,0.9948,0.3557
FP-Growth,frozenset({'pip fruit'}),frozenset({'bottled beer'}),0.0012,0.0318,0.7855,0.9987,0.3215
FP-Growth,frozenset({'rolls/buns'}),frozenset({'candy'}),0.0014,0.0141,0.8788,0.9961,0.3421
FP-Growth,frozenset({'coffee'}),frozenset({'root vegetables'}),0.0013,0.043,0.7114,1.0,0.301
FP-Growth,frozenset({'rolls/buns'}),frozenset({'cat food'}),0.0012,0.0117,0.8247,0.9987,0.3329
FP-Growth,frozenset({'bottled beer'}),frozenset({'pip fruit'}),0.0012,0.0295,0.7855,0.9987,0.3208
FP-Growth,frozenset({'soda'}),frozenset({'sliced cheese'}),0.0012,0.0126,0.8594,0.9974,0.3401
FP-Growth,frozenset({'rolls/buns'}),frozenset({'tropical fruit'}),0.0031,0.0305,0.6254,0.9987,0.2603
FP-Growth,frozenset({'soda'}),frozenset({'whipped/sour cream'}),0.0029,0.0303,0.6838,0.9974,0.2764
FP-Growth,frozenset({'hygiene articles'}),frozenset({'whole milk'}),0.0013,0.0894,0.6854,0.9974,0.2862
FP-Growth,frozenset({'UHT-milk'}),frozenset({'whole milk'}),0.0019,0.0964,0.7387,0.9935,0.2898
FP-Growth,frozenset({'whole milk'}),frozenset({'pip fruit'}),0.0031,0.0238,0.6346,0.9987,0.2623
FP-Growth,frozenset({'whole milk'}),frozenset({'margarine'}),0.0031,0.0238,0.6732,0.9974,0.271
FP-Growth,frozenset({'oil'}),frozenset({'whole milk'}),0.0014,0.096,0.7357,0.9948,0.2942
FP-Growth,frozenset({'whipped/sour cream'}),frozenset({'whole milk'}),0.0032,0.0728,0.5577,0.9974,0.2349
FP-Growth,frozenset({'frozen meals'}),frozenset({'whole milk'}),0.0013,0.0887,0.6798,0.9974,0.2835
FP-Growth,frozenset({'domestic eggs'}),frozenset({'tropical fruit'}),0.0014,0.0361,0.7407,0.9987,0.3041
FP-Growth,frozenset({'root vegetables'}),frozenset({'rolls/buns'}),0.0033,0.0554,0.5441,0.9987,0.2328
FP-Growth,frozenset({'root vegetables'}),frozenset({'pip fruit'}),0.0017,0.0277,0.7382,0.9987,0.3017
FP-Growth,frozenset({'margarine'}),frozenset({'other vegetables'}),0.0024,0.0676,0.6333,0.9974,0.2623
FP-Growth,frozenset({'beef'}),frozenset({'whole milk'}),0.0019,0.0833,0.6386,0.9974,0.2668
FP-Growth,frozenset({'pastry'}),frozenset({'citrus fruit'}),0.0013,0.0265,0.7668,0.9987,0.3121
FP-Growth,frozenset({'soda'}),frozenset({'domestic eggs'}),0.0025,0.0265,0.6686,0.9987,0.2749
FP-Growth,frozenset({'citrus fruit'}),frozenset({'other vegetables'}),0.0022,0.0623,0.5838,1.0,0.2544
FP-Growth,frozenset({'newspapers'}),frozenset({'soda'}),0.0024,0.0578,0.611,0.9987,0.258
FP-Growth,frozenset({'other vegetables'}),frozenset({'frozen meals'}),0.0013,0.0123,0.8315,0.9974,0.3282
FP-Growth,frozenset({'yogurt'}),frozenset({'pip fruit'}),0.0022,0.0274,0.7295,0.9974,0.2918
FP-Growth,frozenset({'root vegetables'}),frozenset({'bottled water'}),0.0023,0.0376,0.6192,1.0,0.2634
FP-Growth,frozenset({'bottled water'}),frozenset({'root vegetables'}),0.0023,0.0374,0.6192,1.0,0.2633
FP-Growth,frozenset({'coffee'}),frozenset({'tropical fruit'}),0.0011,0.0352,0.7204,1.0,0.3012
FP-Growth,frozenset({'yogurt'}),frozenset({'pastry'}),0.0026,0.0335,0.6746,0.9974,0.2718
FP-Growth,frozenset({'tropical fruit'}),frozenset({'domestic eggs'}),0.0014,0.0294,0.7407,0.9987,0.3019
FP-Growth,frozenset({'yogurt'}),frozenset({'chocolate'}),0.0016,0.0198,0.8272,0.9961,0.3212
FP-Growth,frozenset({'root vegetables'}),frozenset({'dessert'}),0.0012,0.0198,0.8534,0.9961,0.3309
FP-Growth,frozenset({'canned beer'}),frozenset({'newspapers'}),0.0011,0.0315,0.7604,0.9987,0.3093
FP-Growth,frozenset({'yogurt'}),frozenset({'whipped/sour cream'}),0.0025,0.032,0.7203,0.9961,0.2825
FP-Growth,frozenset({'yogurt'}),frozenset({'curd'}),0.0018,0.0228,0.7575,0.9974,0.3009
FP-Growth,frozenset({'pork'}),frozenset({'other vegetables'}),0.0013,0.0701,0.6567,0.9987,0.2759
FP-Growth,frozenset({'shopping bags'}),frozenset({'cream cheese '}),0.0012,0.0227,0.9575,0.9921,0.3525
FP-Growth,frozenset({'long life bakery product'}),frozenset({'whole milk'}),0.002,0.1,0.7664,0.9908,0.2866
FP-Growth,frozenset({'whole milk'}),frozenset({'ham'}),0.0011,0.0082,0.802,0.9987,0.3208
FP-Growth,frozenset({'salty snack'}),frozenset({'yogurt'}),0.0013,0.0671,0.8536,0.9921,0.3201
FP-Growth,frozenset({'root vegetables'}),frozenset({'coffee'}),0.0013,0.0218,0.7114,1.0,0.2943
FP-Growth,frozenset({'rolls/buns'}),frozenset({'frozen vegetables'}),0.0024,0.0235,0.8533,0.9921,0.3129
FP-Growth,frozenset({'newspapers'}),frozenset({'canned beer'}),0.0011,0.026,0.7604,0.9987,0.3076
FP-Growth,frozenset({'pork'}),frozenset({'rolls/buns'}),0.0013,0.0701,0.6876,0.9974,0.2811
FP-Growth,frozenset({'butter'}),frozenset({'root vegetables'}),0.0014,0.0421,0.6971,0.9987,0.2862
FP-Growth,frozenset({'other vegetables'}),frozenset({'frozen vegetables'}),0.0024,0.0224,0.8151,0.9935,0.304
FP-Growth,frozenset({'other vegetables'}),frozenset({'newspapers'}),0.0028,0.0258,0.6231,0.9987,0.2555
FP-Growth,frozenset({'soda'}),frozenset({'sausage'}),0.0017,0.0177,0.6883,1.0,0.2848
FP-Growth,frozenset({'oil'}),frozenset({'other vegetables'}),0.0012,0.08,0.7499,0.9948,0.2941
FP-Growth,frozenset({'other vegetables'}),frozenset({'whipped/sour cream'}),0.003,0.028,0.6316,0.9974,0.2528
FP-Growth,frozenset({'curd'}),frozenset({'shopping bags'}),0.0012,0.0397,0.7523,0.9974,0.3002
FP-Growth,frozenset({'tropical fruit'}),frozenset({'coffee'}),0.0011,0.0221,0.7204,1.0,0.297
FP-Growth,frozenset({'other vegetables'}),frozenset({'fruit/vegetable juice'}),0.0024,0.0224,0.6106,1.0,0.2554
FP-Growth,frozenset({'newspapers'}),frozenset({'root vegetables'}),0.0017,0.0405,0.6699,0.9987,0.2748
FP-Growth,frozenset({'salty snack'}),frozenset({'soda'}),0.0014,0.0732,0.7734,0.9935,0.2953
FP-Growth,frozenset({'other vegetables'}),frozenset({'domestic eggs'}),0.0026,0.0247,0.6211,0.9987,0.2536
FP-Growth,frozenset({'yogurt'}),frozenset({'cream cheese '}),0.0017,0.0213,0.8998,0.9921,0.3289
FP-Growth,frozenset({'rolls/buns'}),frozenset({'root vegetables'}),0.0033,0.0329,0.5441,0.9987,0.2256
FP-Growth,frozenset({'pastry'}),frozenset({'soda'}),0.0026,0.053,0.5603,0.9987,0.2349
FP-Growth,frozenset({'soda'}),frozenset({'fruit/vegetable juice'}),0.0022,0.0228,0.6197,1.0,0.2582
FP-Growth,frozenset({'whole milk'}),frozenset({'white bread'}),0.0024,0.0183,0.6873,0.9974,0.2713
FP-Growth,frozenset({'other vegetables'}),frozenset({'white bread'}),0.002,0.0191,0.7146,0.9974,0.2817
FP-Growth,frozenset({'frozen vegetables'}),frozenset({'soda'}),0.0019,0.0696,0.7353,0.9935,0.2798
FP-Growth,frozenset({'shopping bags'}),frozenset({'bottled water'}),0.002,0.0385,0.6345,0.9987,0.2603
FP-Growth,frozenset({'misc. beverages'}),frozenset({'rolls/buns'}),0.0011,0.0698,0.6847,0.9974,0.2782
FP-Growth,frozenset({'whole milk'}),frozenset({'frozen vegetables'}),0.0028,0.0211,0.7664,0.9935,0.2837
FP-Growth,frozenset({'whole milk'}),frozenset({'citrus fruit'}),0.0026,0.0202,0.5834,1.0,0.2439
FP-Growth,frozenset({'soda'}),frozenset({'canned beer'}),0.002,0.0215,0.6283,1.0,0.261
FP-Growth,frozenset({'canned beer'}),frozenset({'pastry'}),0.0012,0.035,0.7044,0.9987,0.2858
FP-Growth,frozenset({'soda'}),frozenset({'candy'}),0.0012,0.0126,0.7888,0.9974,0.3082
FP-Growth,frozenset({'dessert'}),frozenset({'bottled water'}),0.0011,0.0464,0.7635,0.9961,0.2978
FP-Growth,frozenset({'bottled water'}),frozenset({'shopping bags'}),0.002,0.0335,0.6345,0.9987,0.2587
FP-Growth,frozenset({'yogurt'}),frozenset({'long life bakery product'}),0.0016,0.0198,0.9732,0.9895,0.3433
FP-Growth,frozenset({'bottled beer'}),frozenset({'whipped/sour cream'}),0.0013,0.0324,0.7313,0.9974,0.289
FP-Growth,frozenset({'napkins'}),frozenset({'other vegetables'}),0.002,0.0813,0.7624,0.9908,0.2789
FP-Growth,frozenset({'root vegetables'}),frozenset({'newspapers'}),0.0017,0.0277,0.6699,0.9987,0.2708
FP-Growth,frozenset({'root vegetables'}),frozenset({'butter'}),0.0014,0.0238,0.6971,0.9987,0.2804
FP-Growth,frozenset({'rolls/buns'}),frozenset({'waffles'}),0.0017,0.0164,0.8082,0.9948,0.3034
FP-Growth,frozenset({'whipped/sour cream'}),frozenset({'bottled beer'}),0.0013,0.0296,0.7313,0.9974,0.2882
FP-Growth,frozenset({'whipped/sour cream'}),frozenset({'root vegetables'}),0.0018,0.0404,0.6694,0.9974,0.2665
FP-Growth,frozenset({'coffee'}),frozenset({'bottled water'}),0.0012,0.0391,0.6429,1.0,0.268
FP-Growth,frozenset({'rolls/buns'}),frozenset({'coffee'}),0.002,0.02,0.6517,0.9987,0.2622
FP-Growth,frozenset({'soda'}),frozenset({'newspapers'}),0.0024,0.0253,0.611,0.9987,0.2477
FP-Growth,frozenset({'shopping bags'}),frozenset({'curd'}),0.0012,0.0227,0.7523,0.9974,0.2948
FP-Growth,frozenset({'whipped/sour cream'}),frozenset({'bottled water'}),0.0018,0.0404,0.6654,0.9974,0.2647
FP-Growth,frozenset({'berries'}),frozenset({'whole milk'}),0.0013,0.0809,0.6199,0.9974,0.2538
FP-Growth,frozenset({'napkins'}),frozenset({'yogurt'}),0.0017,0.067,0.8525,0.9895,0.3042
FP-Growth,frozenset({'bottled beer'}),frozenset({'yogurt'}),0.0019,0.0472,0.6006,0.9987,0.247
FP-Growth,frozenset({'whole milk'}),frozenset({'pickled vegetables'}),0.0011,0.0082,0.7497,0.9987,0.2971
FP-Growth,frozenset({'pastry'}),frozenset({'canned beer'}),0.0012,0.0241,0.7044,0.9987,0.2823
FP-Growth,frozenset({'other vegetables'}),frozenset({'berries'}),0.0013,0.0123,0.7581,0.9974,0.2949
FP-Growth,frozenset({'coffee'}),frozenset({'whole milk'}),0.002,0.0664,0.5089,1.0,0.221
FP-Growth,frozenset({'soda'}),frozenset({'butter milk'}),0.0011,0.0114,0.7375,0.9987,0.2926
FP-Growth,frozenset({'whole milk'}),frozenset({'sliced cheese'}),0.0014,0.011,0.7477,0.9974,0.2905
FP-Growth,frozenset({'waffles'}),frozenset({'other vegetables'}),0.0014,0.0706,0.6616,0.9961,0.2614
FP-Growth,frozenset({'cream cheese '}),frozenset({'whole milk'}),0.002,0.0859,0.658,0.9935,0.2506
FP-Growth,frozenset({'other vegetables'}),frozenset({'hygiene articles'}),0.0012,0.0112,0.7621,0.9974,0.2956
FP-Growth,frozenset({'rolls/buns'}),frozenset({'hygiene articles'}),0.0012,0.0117,0.7978,0.9961,0.3031
FP-Growth,frozenset({'other vegetables'}),frozenset({'citrus fruit'}),0.0022,0.0202,0.5838,1.0,0.2411
FP-Growth,frozenset({'rolls/buns'}),frozenset({'hard cheese'}),0.0011,0.0106,0.768,0.9974,0.2973
FP-Growth,frozenset({'domestic eggs'}),frozenset({'shopping bags'}),0.0014,0.0361,0.6853,0.9974,0.2701
FP-Growth,frozenset({'root vegetables'}),frozenset({'whipped/sour cream'}),0.0018,0.0297,0.6694,0.9974,0.2631
FP-Growth,frozenset({'canned beer'}),frozenset({'tropical fruit'}),0.0011,0.0315,0.6449,1.0,0.2657
FP-Growth,frozenset({'butter'}),frozenset({'rolls/buns'}),0.002,0.0596,0.5854,0.9974,0.2359
FP-Growth,frozenset({'other vegetables'}),frozenset({'margarine'}),0.0024,0.0224,0.6333,0.9974,0.2481
FP-Growth,frozenset({'bottled water'}),frozenset({'whipped/sour cream'}),0.0018,0.0295,0.6654,0.9974,0.2612
FP-Growth,frozenset({'margarine'}),frozenset({'root vegetables'}),0.0014,0.0405,0.6712,0.9974,0.2651
FP-Growth,frozenset({'whole milk'}),frozenset({'whipped/sour cream'}),0.0032,0.0247,0.5577,0.9974,0.2197
FP-Growth,frozenset({'chocolate'}),frozenset({'other vegetables'}),0.0016,0.065,0.6093,0.9974,0.2455
FP-Growth,frozenset({'soda'}),frozenset({'pastry'}),0.0026,0.0278,0.5603,0.9987,0.227
FP-Growth,frozenset({'margarine'}),frozenset({'bottled water'}),0.0014,0.0405,0.6672,0.9974,0.2633
FP-Growth,frozenset({'whole milk'}),frozenset({'specialty bar'}),0.0012,0.0092,0.6722,1.0,0.2718
FP-Growth,frozenset({'butter'}),frozenset({'bottled water'}),0.0013,0.0386,0.6352,0.9987,0.2563
FP-Growth,frozenset({'dessert'}),frozenset({'whole milk'}),0.0018,0.0773,0.5925,0.9961,0.2344
FP-Growth,frozenset({'bottled water'}),frozenset({'coffee'}),0.0012,0.0197,0.6429,1.0,0.2619
FP-Growth,frozenset({'shopping bags'}),frozenset({'domestic eggs'}),0.0014,0.0272,0.6853,0.9974,0.2673
FP-Growth,frozenset({'tropical fruit'}),frozenset({'canned beer'}),0.0011,0.0221,0.6449,1.0,0.2628
FP-Growth,frozenset({'dessert'}),frozenset({'other vegetables'}),0.0016,0.067,0.6281,0.9961,0.2458
FP-Growth,frozenset({'frozen vegetables'}),frozenset({'tropical fruit'}),0.0011,0.0391,0.8019,0.9935,0.2952
FP-Growth,frozenset({'sugar'}),frozenset({'whole milk'}),0.0018,0.0926,0.7096,0.9908,0.257
FP-Growth,frozenset({'domestic eggs'}),frozenset({'bottled beer'}),0.0011,0.0271,0.6686,0.9987,0.2663
FP-Growth,frozenset({'newspapers'}),frozenset({'whipped/sour cream'}),0.0013,0.0318,0.7165,0.9961,0.2733
FP-Growth,frozenset({'bottled beer'}),frozenset({'domestic eggs'}),0.0011,0.0265,0.6686,0.9987,0.2661
FP-Growth,frozenset({'coffee'}),frozenset({'yogurt'}),0.0014,0.0469,0.5965,0.9987,0.2421
FP-Growth,frozenset({'bottled water'}),frozenset({'dessert'}),0.0011,0.0177,0.7635,0.9961,0.2887
FP-Growth,frozenset({'specialty chocolate'}),frozenset({'whole milk'}),0.0012,0.073,0.5594,0.9987,0.232
FP-Growth,frozenset({'whipped/sour cream'}),frozenset({'newspapers'}),0.0013,0.0296,0.7165,0.9961,0.2726
FP-Growth,frozenset({'yogurt'}),frozenset({'bottled beer'}),0.0019,0.0244,0.6006,0.9987,0.2398
FP-Growth,frozenset({'bottled beer'}),frozenset({'rolls/buns'}),0.0022,0.0531,0.5211,0.9987,0.2142
FP-Growth,frozenset({'white bread'}),frozenset({'rolls/buns'}),0.0017,0.0628,0.6161,0.9961,0.2398
FP-Growth,frozenset({'pip fruit'}),frozenset({'shopping bags'}),0.0013,0.035,0.6642,0.9974,0.2594
FP-Growth,frozenset({'bottled beer'}),frozenset({'tropical fruit'}),0.0012,0.0295,0.6045,1.0,0.2475
FP-Growth,frozenset({'yogurt'}),frozenset({'salty snack'}),0.0013,0.0167,0.8536,0.9921,0.3043
FP-Growth,frozenset({'salty snack'}),frozenset({'other vegetables'}),0.0014,0.0732,0.6859,0.9935,0.2556
FP-Growth,frozenset({'butter'}),frozenset({'other vegetables'}),0.0019,0.0561,0.5262,0.9987,0.216
