algorithm,antecedents,consequents,support,confidence,lift,recency_score,composite_score_with_recency
Apriori,frozenset({'frozen vegetables'}),frozenset({'other vegetables'}),0.0024,0.087,0.8151,0.9935,0.3244
Apriori,frozenset({'frozen vegetables'}),frozenset({'rolls/buns'}),0.0024,0.087,0.8533,0.9921,0.3329
Apriori,frozenset({'root vegetables'}),frozenset({'waffles'}),0.0012,0.0198,0.9739,0.9961,0.3855
Apriori,frozenset({'rolls/buns'}),frozenset({'brown bread'}),0.003,0.0293,0.7302,0.9987,0.3067
Apriori,frozenset({'other vegetables'}),frozenset({'curd'}),0.0025,0.0235,0.7811,0.9987,0.325
Apriori,frozenset({'yogurt'}),frozenset({'fruit/vegetable juice'}),0.0023,0.0289,0.7876,0.9987,0.3282
Apriori,frozenset({'white bread'}),frozenset({'whole milk'}),0.0024,0.0897,0.6873,0.9974,0.2938
Apriori,frozenset({'rolls/buns'}),frozenset({'salty snack'}),0.002,0.02,1.0172,0.9921,0.3839
Apriori,frozenset({'sliced cheese'}),frozenset({'whole milk'}),0.0014,0.0976,0.7477,0.9974,0.3178
Apriori,frozenset({'root vegetables'}),frozenset({'whole milk'}),0.0041,0.0673,0.516,1.0,0.237
Apriori,frozenset({'yogurt'}),frozenset({'bottled water'}),0.0032,0.0411,0.6764,0.9987,0.2875
Apriori,frozenset({'frozen vegetables'}),frozenset({'root vegetables'}),0.0016,0.0565,0.9358,0.9935,0.3644
Apriori,frozenset({'rolls/buns'}),frozenset({'chocolate'}),0.0022,0.0211,0.8832,0.9961,0.3507
Apriori,frozenset({'other vegetables'}),frozenset({'sliced cheese'}),0.0014,0.0135,0.9145,0.9974,0.3669
Apriori,frozenset({'other vegetables'}),frozenset({'bottled water'}),0.0038,0.0359,0.5904,1.0,0.2594
Apriori,frozenset({'rolls/buns'}),frozenset({'citrus fruit'}),0.0026,0.0258,0.747,0.9987,0.311
Apriori,frozenset({'bottled water'}),frozenset({'domestic eggs'}),0.0019,0.0315,0.7932,0.9987,0.3293
Apriori,frozenset({'whipped/sour cream'}),frozenset({'soda'}),0.0029,0.0647,0.6838,0.9974,0.2873
Apriori,frozenset({'tropical fruit'}),frozenset({'yogurt'}),0.0026,0.0539,0.6862,0.9987,0.2923
Apriori,frozenset({'whole milk'}),frozenset({'tropical fruit'}),0.0038,0.0293,0.6011,1.0,0.2621
Apriori,frozenset({'soda'}),frozenset({'beverages'}),0.0012,0.0126,0.8882,0.9987,0.3621
Apriori,frozenset({'chocolate'}),frozenset({'yogurt'}),0.0016,0.065,0.8272,0.9961,0.3355
Apriori,frozenset({'tropical fruit'}),frozenset({'rolls/buns'}),0.0031,0.0637,0.6254,0.9987,0.2708
Apriori,frozenset({'rolls/buns'}),frozenset({'margarine'}),0.0029,0.0282,0.7957,0.9961,0.3176
Apriori,frozenset({'bottled beer'}),frozenset({'root vegetables'}),0.0018,0.0442,0.7326,1.0,0.314
Apriori,frozenset({'whole milk'}),frozenset({'curd'}),0.0029,0.022,0.7299,0.9987,0.3035
Apriori,frozenset({'rolls/buns'}),frozenset({'chewing gum'}),0.0012,0.0117,0.9621,0.9961,0.3776
Apriori,frozenset({'domestic eggs'}),frozenset({'soda'}),0.0025,0.0633,0.6686,0.9987,0.2865
Apriori,frozenset({'rolls/buns'}),frozenset({'domestic eggs'}),0.003,0.0293,0.739,0.9974,0.3019
Apriori,frozenset({'candy'}),frozenset({'soda'}),0.0012,0.0746,0.7888,0.9974,0.3277
Apriori,frozenset({'pastry'}),frozenset({'curd'}),0.0013,0.0265,0.8794,0.9974,0.3544
Apriori,frozenset({'whole milk'}),frozenset({'butter'}),0.0031,0.0238,0.6991,0.9987,0.2916
Apriori,frozenset({'white bread'}),frozenset({'other vegetables'}),0.002,0.0762,0.7146,0.9974,0.2997
Apriori,frozenset({'citrus fruit'}),frozenset({'bottled water'}),0.0016,0.045,0.7404,1.0,0.3162
Apriori,frozenset({'waffles'}),frozenset({'rolls/buns'}),0.0017,0.0824,0.8082,0.9948,0.3242
Apriori,frozenset({'sausage'}),frozenset({'soda'}),0.0017,0.0651,0.6883,1.0,0.2997
Apriori,frozenset({'other vegetables'}),frozenset({'beverages'}),0.0013,0.0123,0.8664,0.9987,0.3528
Apriori,frozenset({'other vegetables'}),frozenset({'brown bread'}),0.0029,0.0269,0.6695,1.0,0.2865
Apriori,frozenset({'citrus fruit'}),frozenset({'whole milk'}),0.0026,0.0761,0.5834,1.0,0.2615
Apriori,frozenset({'berries'}),frozenset({'other vegetables'}),0.0013,0.0809,0.7581,0.9974,0.3165
Apriori,frozenset({'specialty bar'}),frozenset({'whole milk'}),0.0012,0.0877,0.6722,1.0,0.2966
Apriori,frozenset({'hygiene articles'}),frozenset({'other vegetables'}),0.0012,0.0813,0.7621,0.9974,0.3177
Apriori,frozenset({'soda'}),frozenset({'butter'}),0.0024,0.0253,0.7418,0.9987,0.307
Apriori,frozenset({'cream cheese '}),frozenset({'yogurt'}),0.0017,0.0707,0.8998,0.9921,0.3445
Apriori,frozenset({'curd'}),frozenset({'yogurt'}),0.0018,0.0595,0.7575,0.9974,0.3124
Apriori,frozenset({'domestic eggs'}),frozenset({'root vegetables'}),0.0018,0.0452,0.748,0.9987,0.3124
Apriori,frozenset({'hygiene articles'}),frozenset({'rolls/buns'}),0.0012,0.0813,0.7978,0.9961,0.3251
Apriori,frozenset({'long life bakery product'}),frozenset({'yogurt'}),0.0016,0.0765,0.9732,0.9895,0.3612
Apriori,frozenset({'newspapers'}),frozenset({'other vegetables'}),0.0028,0.0665,0.6231,0.9987,0.2684
Apriori,frozenset({'pip fruit'}),frozenset({'yogurt'}),0.0022,0.0573,0.7295,0.9974,0.3013
Apriori,frozenset({'other vegetables'}),frozenset({'tropical fruit'}),0.0032,0.0303,0.6203,1.0,0.2675
Apriori,frozenset({'tropical fruit'}),frozenset({'long life bakery product'}),0.0011,0.0221,1.0849,0.9908,0.4005
Apriori,frozenset({'whole milk'}),frozenset({'ice cream'}),0.0016,0.0119,0.9488,0.9948,0.365
Apriori,frozenset({'rolls/buns'}),frozenset({'specialty bar'}),0.0012,0.0117,0.8608,0.9987,0.3493
Apriori,frozenset({'other vegetables'}),frozenset({'canned beer'}),0.0025,0.0235,0.6883,1.0,0.2917
Apriori,frozenset({'dessert'}),frozenset({'root vegetables'}),0.0012,0.0515,0.8534,0.9961,0.3409
Apriori,frozenset({'fruit/vegetable juice'}),frozenset({'other vegetables'}),0.0024,0.0651,0.6106,1.0,0.2689
Apriori,frozenset({'hard cheese'}),frozenset({'rolls/buns'}),0.0011,0.0783,0.768,0.9974,0.3187
Apriori,frozenset({'root vegetables'}),frozenset({'bottled beer'}),0.0018,0.0297,0.7326,1.0,0.3094
Apriori,frozenset({'soda'}),frozenset({'curd'}),0.0022,0.0228,0.755,0.9987,0.3107
Apriori,frozenset({'whipped/sour cream'}),frozenset({'other vegetables'}),0.003,0.0674,0.6316,0.9974,0.2652
Apriori,frozenset({'root vegetables'}),frozenset({'yogurt'}),0.003,0.0495,0.63,0.9987,0.2676
Apriori,frozenset({'domestic eggs'}),frozenset({'other vegetables'}),0.0026,0.0663,0.6211,0.9987,0.2667
Apriori,frozenset({'soda'}),frozenset({'margarine'}),0.0025,0.0265,0.7499,0.9974,0.303
Apriori,frozenset({'butter milk'}),frozenset({'soda'}),0.0011,0.0698,0.7375,0.9987,0.311
Apriori,frozenset({'yogurt'}),frozenset({'tropical fruit'}),0.0026,0.0335,0.6862,0.9987,0.2859
Apriori,frozenset({'canned beer'}),frozenset({'bottled beer'}),0.0011,0.0315,0.7761,1.0,0.3253
Apriori,frozenset({'butter'}),frozenset({'margarine'}),0.0011,0.0316,0.892,0.9961,0.3514
Apriori,frozenset({'pip fruit'}),frozenset({'root vegetables'}),0.0017,0.0446,0.7382,0.9987,0.307
Apriori,frozenset({'cream cheese '}),frozenset({'shopping bags'}),0.0012,0.0505,0.9575,0.9921,0.3613
Apriori,frozenset({'margarine'}),frozenset({'butter'}),0.0011,0.0304,0.892,0.9961,0.351
Apriori,frozenset({'whipped/sour cream'}),frozenset({'yogurt'}),0.0025,0.0566,0.7203,0.9961,0.2902
Apriori,frozenset({'other vegetables'}),frozenset({'hamburger meat'}),0.0014,0.0135,0.7811,1.0,0.324
Apriori,frozenset({'whole milk'}),frozenset({'pastry'}),0.0038,0.0293,0.5909,0.9987,0.2487
Apriori,frozenset({'tropical fruit'}),frozenset({'pastry'}),0.0018,0.0368,0.7407,0.9987,0.3065
Apriori,frozenset({'pastry'}),frozenset({'tropical fruit'}),0.0018,0.0361,0.7407,0.9987,0.3063
Apriori,frozenset({'pastry'}),frozenset({'yogurt'}),0.0026,0.053,0.6746,0.9974,0.2779
Apriori,frozenset({'root vegetables'}),frozenset({'frozen vegetables'}),0.0016,0.0257,0.9358,0.9935,0.3547
Apriori,frozenset({'bottled water'}),frozenset({'citrus fruit'}),0.0016,0.0256,0.7404,1.0,0.3101
Apriori,frozenset({'bottled beer'}),frozenset({'canned beer'}),0.0011,0.0265,0.7761,1.0,0.3237
Apriori,frozenset({'canned beer'}),frozenset({'soda'}),0.002,0.0594,0.6283,1.0,0.2729
Apriori,frozenset({'fruit/vegetable juice'}),frozenset({'soda'}),0.0022,0.0586,0.6197,1.0,0.2695
Apriori,frozenset({'root vegetables'}),frozenset({'domestic eggs'}),0.0018,0.0297,0.748,0.9987,0.3075
Apriori,frozenset({'coffee'}),frozenset({'rolls/buns'}),0.002,0.0664,0.6517,0.9987,0.2769
Apriori,frozenset({'whole milk'}),frozenset({'fruit/vegetable juice'}),0.003,0.0229,0.6241,1.0,0.2654
Apriori,frozenset({'citrus fruit'}),frozenset({'pastry'}),0.0013,0.0381,0.7668,0.9987,0.3158
Apriori,frozenset({'yogurt'}),frozenset({'root vegetables'}),0.003,0.0381,0.63,0.9987,0.264
Apriori,frozenset({'soda'}),frozenset({'coffee'}),0.002,0.0215,0.7019,1.0,0.2943
Apriori,frozenset({'whole milk'}),frozenset({'root vegetables'}),0.0041,0.0312,0.516,1.0,0.2256
Apriori,frozenset({'napkins'}),frozenset({'whole milk'}),0.0025,0.1005,0.77,0.9908,0.2913
Apriori,frozenset({'soda'}),frozenset({'oil'}),0.0013,0.0139,0.9302,0.9948,0.3557
Apriori,frozenset({'pip fruit'}),frozenset({'bottled beer'}),0.0012,0.0318,0.7855,0.9987,0.3215
Apriori,frozenset({'rolls/buns'}),frozenset({'candy'}),0.0014,0.0141,0.8788,0.9961,0.3421
Apriori,frozenset({'coffee'}),frozenset({'root vegetables'}),0.0013,0.043,0.7114,1.0,0.301
Apriori,frozenset({'rolls/buns'}),frozenset({'cat food'}),0.0012,0.0117,0.8247,0.9987,0.3329
Apriori,frozenset({'bottled beer'}),frozenset({'pip fruit'}),0.0012,0.0295,0.7855,0.9987,0.3208
Apriori,frozenset({'soda'}),frozenset({'sliced cheese'}),0.0012,0.0126,0.8594,0.9974,0.3401
Apriori,frozenset({'rolls/buns'}),frozenset({'tropical fruit'}),0.0031,0.0305,0.6254,0.9987,0.2603
Apriori,frozenset({'soda'}),frozenset({'whipped/sour cream'}),0.0029,0.0303,0.6838,0.9974,0.2764
Apriori,frozenset({'hygiene articles'}),frozenset({'whole milk'}),0.0013,0.0894,0.6854,0.9974,0.2862
Apriori,frozenset({'UHT-milk'}),frozenset({'whole milk'}),0.0019,0.0964,0.7387,0.9935,0.2898
Apriori,frozenset({'whole milk'}),frozenset({'pip fruit'}),0.0031,0.0238,0.6346,0.9987,0.2623
Apriori,frozenset({'whole milk'}),frozenset({'margarine'}),0.0031,0.0238,0.6732,0.9974,0.271
Apriori,frozenset({'oil'}),frozenset({'whole milk'}),0.0014,0.096,0.7357,0.9948,0.2942
Apriori,frozenset({'whipped/sour cream'}),frozenset({'whole milk'}),0.0032,0.0728,0.5577,0.9974,0.2349
Apriori,frozenset({'frozen meals'}),frozenset({'whole milk'}),0.0013,0.0887,0.6798,0.9974,0.2835
Apriori,frozenset({'domestic eggs'}),frozenset({'tropical fruit'}),0.0014,0.0361,0.7407,0.9987,0.3041
Apriori,frozenset({'root vegetables'}),frozenset({'rolls/buns'}),0.0033,0.0554,0.5441,0.9987,0.2328
Apriori,frozenset({'root vegetables'}),frozenset({'pip fruit'}),0.0017,0.0277,0.7382,0.9987,0.3017
Apriori,frozenset({'margarine'}),frozenset({'other vegetables'}),0.0024,0.0676,0.6333,0.9974,0.2623
Apriori,frozenset({'beef'}),frozenset({'whole milk'}),0.0019,0.0833,0.6386,0.9974,0.2668
Apriori,frozenset({'pastry'}),frozenset({'citrus fruit'}),0.0013,0.0265,0.7668,0.9987,0.3121
Apriori,frozenset({'soda'}),frozenset({'domestic eggs'}),0.0025,0.0265,0.6686,0.9987,0.2749
Apriori,frozenset({'citrus fruit'}),frozenset({'other vegetables'}),0.0022,0.0623,0.5838,1.0,0.2544
Apriori,frozenset({'newspapers'}),frozenset({'soda'}),0.0024,0.0578,0.611,0.9987,0.258
Apriori,frozenset({'other vegetables'}),frozenset({'frozen meals'}),0.0013,0.0123,0.8315,0.9974,0.3282
Apriori,frozenset({'yogurt'}),frozenset({'pip fruit'}),0.0022,0.0274,0.7295,0.9974,0.2918
Apriori,frozenset({'root vegetables'}),frozenset({'bottled water'}),0.0023,0.0376,0.6192,1.0,0.2634
Apriori,frozenset({'bottled water'}),frozenset({'root vegetables'}),0.0023,0.0374,0.6192,1.0,0.2633
Apriori,frozenset({'coffee'}),frozenset({'tropical fruit'}),0.0011,0.0352,0.7204,1.0,0.3012
Apriori,frozenset({'yogurt'}),frozenset({'pastry'}),0.0026,0.0335,0.6746,0.9974,0.2718
Apriori,frozenset({'tropical fruit'}),frozenset({'domestic eggs'}),0.0014,0.0294,0.7407,0.9987,0.3019
Apriori,frozenset({'yogurt'}),frozenset({'chocolate'}),0.0016,0.0198,0.8272,0.9961,0.3212
Apriori,frozenset({'root vegetables'}),frozenset({'dessert'}),0.0012,0.0198,0.8534,0.9961,0.3309
Apriori,frozenset({'canned beer'}),frozenset({'newspapers'}),0.0011,0.0315,0.7604,0.9987,0.3093
Apriori,frozenset({'yogurt'}),frozenset({'whipped/sour cream'}),0.0025,0.032,0.7203,0.9961,0.2825
Apriori,frozenset({'yogurt'}),frozenset({'curd'}),0.0018,0.0228,0.7575,0.9974,0.3009
Apriori,frozenset({'pork'}),frozenset({'other vegetables'}),0.0013,0.0701,0.6567,0.9987,0.2759
Apriori,frozenset({'shopping bags'}),frozenset({'cream cheese '}),0.0012,0.0227,0.9575,0.9921,0.3525
Apriori,frozenset({'long life bakery product'}),frozenset({'whole milk'}),0.002,0.1,0.7664,0.9908,0.2866
Apriori,frozenset({'whole milk'}),frozenset({'ham'}),0.0011,0.0082,0.802,0.9987,0.3208
Apriori,frozenset({'salty snack'}),frozenset({'yogurt'}),0.0013,0.0671,0.8536,0.9921,0.3201
Apriori,frozenset({'root vegetables'}),frozenset({'coffee'}),0.0013,0.0218,0.7114,1.0,0.2943
Apriori,frozenset({'rolls/buns'}),frozenset({'frozen vegetables'}),0.0024,0.0235,0.8533,0.9921,0.3129
Apriori,frozenset({'newspapers'}),frozenset({'canned beer'}),0.0011,0.026,0.7604,0.9987,0.3076
Apriori,frozenset({'pork'}),frozenset({'rolls/buns'}),0.0013,0.0701,0.6876,0.9974,0.2811
Apriori,frozenset({'butter'}),frozenset({'root vegetables'}),0.0014,0.0421,0.6971,0.9987,0.2862
Apriori,frozenset({'other vegetables'}),frozenset({'frozen vegetables'}),0.0024,0.0224,0.8151,0.9935,0.304
Apriori,frozenset({'other vegetables'}),frozenset({'newspapers'}),0.0028,0.0258,0.6231,0.9987,0.2555
Apriori,frozenset({'soda'}),frozenset({'sausage'}),0.0017,0.0177,0.6883,1.0,0.2848
Apriori,frozenset({'oil'}),frozenset({'other vegetables'}),0.0012,0.08,0.7499,0.9948,0.2941
Apriori,frozenset({'other vegetables'}),frozenset({'whipped/sour cream'}),0.003,0.028,0.6316,0.9974,0.2528
Apriori,frozenset({'curd'}),frozenset({'shopping bags'}),0.0012,0.0397,0.7523,0.9974,0.3002
Apriori,frozenset({'tropical fruit'}),frozenset({'coffee'}),0.0011,0.0221,0.7204,1.0,0.297
Apriori,frozenset({'other vegetables'}),frozenset({'fruit/vegetable juice'}),0.0024,0.0224,0.6106,1.0,0.2554
Apriori,frozenset({'newspapers'}),frozenset({'root vegetables'}),0.0017,0.0405,0.6699,0.9987,0.2748
Apriori,frozenset({'salty snack'}),frozenset({'soda'}),0.0014,0.0732,0.7734,0.9935,0.2953
Apriori,frozenset({'other vegetables'}),frozenset({'domestic eggs'}),0.0026,0.0247,0.6211,0.9987,0.2536
Apriori,frozenset({'yogurt'}),frozenset({'cream cheese '}),0.0017,0.0213,0.8998,0.9921,0.3289
Apriori,frozenset({'rolls/buns'}),frozenset({'root vegetables'}),0.0033,0.0329,0.5441,0.9987,0.2256
Apriori,frozenset({'pastry'}),frozenset({'soda'}),0.0026,0.053,0.5603,0.9987,0.2349
Apriori,frozenset({'soda'}),frozenset({'fruit/vegetable juice'}),0.0022,0.0228,0.6197,1.0,0.2582
Apriori,frozenset({'whole milk'}),frozenset({'white bread'}),0.0024,0.0183,0.6873,0.9974,0.2713
Apriori,frozenset({'other vegetables'}),frozenset({'white bread'}),0.002,0.0191,0.7146,0.9974,0.2817
Apriori,frozenset({'frozen vegetables'}),frozenset({'soda'}),0.0019,0.0696,0.7353,0.9935,0.2798
Apriori,frozenset({'shopping bags'}),frozenset({'bottled water'}),0.002,0.0385,0.6345,0.9987,0.2603
Apriori,frozenset({'misc. beverages'}),frozenset({'rolls/buns'}),0.0011,0.0698,0.6847,0.9974,0.2782
Apriori,frozenset({'whole milk'}),frozenset({'frozen vegetables'}),0.0028,0.0211,0.7664,0.9935,0.2837
Apriori,frozenset({'whole milk'}),frozenset({'citrus fruit'}),0.0026,0.0202,0.5834,1.0,0.2439
Apriori,frozenset({'soda'}),frozenset({'canned beer'}),0.002,0.0215,0.6283,1.0,0.261
Apriori,frozenset({'canned beer'}),frozenset({'pastry'}),0.0012,0.035,0.7044,0.9987,0.2858
Apriori,frozenset({'soda'}),frozenset({'candy'}),0.0012,0.0126,0.7888,0.9974,0.3082
Apriori,frozenset({'dessert'}),frozenset({'bottled water'}),0.0011,0.0464,0.7635,0.9961,0.2978
Apriori,frozenset({'bottled water'}),frozenset({'shopping bags'}),0.002,0.0335,0.6345,0.9987,0.2587
Apriori,frozenset({'yogurt'}),frozenset({'long life bakery product'}),0.0016,0.0198,0.9732,0.9895,0.3433
Apriori,frozenset({'bottled beer'}),frozenset({'whipped/sour cream'}),0.0013,0.0324,0.7313,0.9974,0.289
Apriori,frozenset({'napkins'}),frozenset({'other vegetables'}),0.002,0.0813,0.7624,0.9908,0.2789
Apriori,frozenset({'root vegetables'}),frozenset({'newspapers'}),0.0017,0.0277,0.6699,0.9987,0.2708
Apriori,frozenset({'root vegetables'}),frozenset({'butter'}),0.0014,0.0238,0.6971,0.9987,0.2804
Apriori,frozenset({'rolls/buns'}),frozenset({'waffles'}),0.0017,0.0164,0.8082,0.9948,0.3034
Apriori,frozenset({'whipped/sour cream'}),frozenset({'bottled beer'}),0.0013,0.0296,0.7313,0.9974,0.2882
Apriori,frozenset({'whipped/sour cream'}),frozenset({'root vegetables'}),0.0018,0.0404,0.6694,0.9974,0.2665
Apriori,frozenset({'coffee'}),frozenset({'bottled water'}),0.0012,0.0391,0.6429,1.0,0.268
Apriori,frozenset({'rolls/buns'}),frozenset({'coffee'}),0.002,0.02,0.6517,0.9987,0.2622
Apriori,frozenset({'soda'}),frozenset({'newspapers'}),0.0024,0.0253,0.611,0.9987,0.2477
Apriori,frozenset({'shopping bags'}),frozenset({'curd'}),0.0012,0.0227,0.7523,0.9974,0.2948
Apriori,frozenset({'whipped/sour cream'}),frozenset({'bottled water'}),0.0018,0.0404,0.6654,0.9974,0.2647
Apriori,frozenset({'berries'}),frozenset({'whole milk'}),0.0013,0.0809,0.6199,0.9974,0.2538
Apriori,frozenset({'napkins'}),frozenset({'yogurt'}),0.0017,0.067,0.8525,0.9895,0.3042
Apriori,frozenset({'bottled beer'}),frozenset({'yogurt'}),0.0019,0.0472,0.6006,0.9987,0.247
Apriori,frozenset({'whole milk'}),frozenset({'pickled vegetables'}),0.0011,0.0082,0.7497,0.9987,0.2971
Apriori,frozenset({'pastry'}),frozenset({'canned beer'}),0.0012,0.0241,0.7044,0.9987,0.2823
Apriori,frozenset({'other vegetables'}),frozenset({'berries'}),0.0013,0.0123,0.7581,0.9974,0.2949
Apriori,frozenset({'coffee'}),frozenset({'whole milk'}),0.002,0.0664,0.5089,1.0,0.221
Apriori,frozenset({'soda'}),frozenset({'butter milk'}),0.0011,0.0114,0.7375,0.9987,0.2926
Apriori,frozenset({'whole milk'}),frozenset({'sliced cheese'}),0.0014,0.011,0.7477,0.9974,0.2905
Apriori,frozenset({'waffles'}),frozenset({'other vegetables'}),0.0014,0.0706,0.6616,0.9961,0.2614
Apriori,frozenset({'cream cheese '}),frozenset({'whole milk'}),0.002,0.0859,0.658,0.9935,0.2506
Apriori,frozenset({'other vegetables'}),frozenset({'hygiene articles'}),0.0012,0.0112,0.7621,0.9974,0.2956
Apriori,frozenset({'rolls/buns'}),frozenset({'hygiene articles'}),0.0012,0.0117,0.7978,0.9961,0.3031
Apriori,frozenset({'other vegetables'}),frozenset({'citrus fruit'}),0.0022,0.0202,0.5838,1.0,0.2411
Apriori,frozenset({'rolls/buns'}),frozenset({'hard cheese'}),0.0011,0.0106,0.768,0.9974,0.2973
Apriori,frozenset({'domestic eggs'}),frozenset({'shopping bags'}),0.0014,0.0361,0.6853,0.9974,0.2701
Apriori,frozenset({'root vegetables'}),frozenset({'whipped/sour cream'}),0.0018,0.0297,0.6694,0.9974,0.2631
Apriori,frozenset({'canned beer'}),frozenset({'tropical fruit'}),0.0011,0.0315,0.6449,1.0,0.2657
Apriori,frozenset({'butter'}),frozenset({'rolls/buns'}),0.002,0.0596,0.5854,0.9974,0.2359
Apriori,frozenset({'other vegetables'}),frozenset({'margarine'}),0.0024,0.0224,0.6333,0.9974,0.2481
Apriori,frozenset({'bottled water'}),frozenset({'whipped/sour cream'}),0.0018,0.0295,0.6654,0.9974,0.2612
Apriori,frozenset({'margarine'}),frozenset({'root vegetables'}),0.0014,0.0405,0.6712,0.9974,0.2651
Apriori,frozenset({'whole milk'}),frozenset({'whipped/sour cream'}),0.0032,0.0247,0.5577,0.9974,0.2197
Apriori,frozenset({'chocolate'}),frozenset({'other vegetables'}),0.0016,0.065,0.6093,0.9974,0.2455
Apriori,frozenset({'soda'}),frozenset({'pastry'}),0.0026,0.0278,0.5603,0.9987,0.227
Apriori,frozenset({'margarine'}),frozenset({'bottled water'}),0.0014,0.0405,0.6672,0.9974,0.2633
Apriori,frozenset({'whole milk'}),frozenset({'specialty bar'}),0.0012,0.0092,0.6722,1.0,0.2718
Apriori,frozenset({'butter'}),frozenset({'bottled water'}),0.0013,0.0386,0.6352,0.9987,0.2563
Apriori,frozenset({'dessert'}),frozenset({'whole milk'}),0.0018,0.0773,0.5925,0.9961,0.2344
Apriori,frozenset({'bottled water'}),frozenset({'coffee'}),0.0012,0.0197,0.6429,1.0,0.2619
Apriori,frozenset({'shopping bags'}),frozenset({'domestic eggs'}),0.0014,0.0272,0.6853,0.9974,0.2673
Apriori,frozenset({'tropical fruit'}),frozenset({'canned beer'}),0.0011,0.0221,0.6449,1.0,0.2628
Apriori,frozenset({'dessert'}),frozenset({'other vegetables'}),0.0016,0.067,0.6281,0.9961,0.2458
Apriori,frozenset({'frozen vegetables'}),frozenset({'tropical fruit'}),0.0011,0.0391,0.8019,0.9935,0.2952
Apriori,frozenset({'sugar'}),frozenset({'whole milk'}),0.0018,0.0926,0.7096,0.9908,0.257
Apriori,frozenset({'domestic eggs'}),frozenset({'bottled beer'}),0.0011,0.0271,0.6686,0.9987,0.2663
Apriori,frozenset({'newspapers'}),frozenset({'whipped/sour cream'}),0.0013,0.0318,0.7165,0.9961,0.2733
Apriori,frozenset({'bottled beer'}),frozenset({'domestic eggs'}),0.0011,0.0265,0.6686,0.9987,0.2661
Apriori,frozenset({'coffee'}),frozenset({'yogurt'}),0.0014,0.0469,0.5965,0.9987,0.2421
Apriori,frozenset({'bottled water'}),frozenset({'dessert'}),0.0011,0.0177,0.7635,0.9961,0.2887
Apriori,frozenset({'specialty chocolate'}),frozenset({'whole milk'}),0.0012,0.073,0.5594,0.9987,0.232
Apriori,frozenset({'whipped/sour cream'}),frozenset({'newspapers'}),0.0013,0.0296,0.7165,0.9961,0.2726
Apriori,frozenset({'yogurt'}),frozenset({'bottled beer'}),0.0019,0.0244,0.6006,0.9987,0.2398
Apriori,frozenset({'bottled beer'}),frozenset({'rolls/buns'}),0.0022,0.0531,0.5211,0.9987,0.2142
Apriori,frozenset({'white bread'}),frozenset({'rolls/buns'}),0.0017,0.0628,0.6161,0.9961,0.2398
Apriori,frozenset({'pip fruit'}),frozenset({'shopping bags'}),0.0013,0.035,0.6642,0.9974,0.2594
Apriori,frozenset({'bottled beer'}),frozenset({'tropical fruit'}),0.0012,0.0295,0.6045,1.0,0.2475
Apriori,frozenset({'yogurt'}),frozenset({'salty snack'}),0.0013,0.0167,0.8536,0.9921,0.3043
Apriori,frozenset({'salty snack'}),frozenset({'other vegetables'}),0.0014,0.0732,0.6859,0.9935,0.2556
Apriori,frozenset({'butter'}),frozenset({'other vegetables'}),0.0019,0.0561,0.5262,0.9987,0.216
Apriori,frozenset({'root vegetables'}),frozenset({'margarine'}),0.0014,0.0238,0.6712,0.9974,0.2598
Apriori,frozenset({'bottled water'}),frozenset({'margarine'}),0.0014,0.0236,0.6672,0.9974,0.258
Apriori,frozenset({'bottled beer'}),frozenset({'soda'}),0.0019,0.0472,0.4989,1.0,0.2097
Apriori,frozenset({'tropical fruit'}),frozenset({'bottled beer'}),0.0012,0.0245,0.6045,1.0,0.246
Apriori,frozenset({'brown bread'}),frozenset({'whipped/sour cream'}),0.0012,0.0298,0.6707,0.9974,0.26
Apriori,frozenset({'beef'}),frozenset({'yogurt'}),0.0012,0.0521,0.6628,0.9961,0.2546
Apriori,frozenset({'pork'}),frozenset({'whole milk'}),0.0013,0.0701,0.5369,0.9987,0.2216
Apriori,frozenset({'other vegetables'}),frozenset({'pork'}),0.0013,0.0123,0.6567,0.9987,0.2577
Apriori,frozenset({'oil'}),frozenset({'rolls/buns'}),0.0011,0.072,0.7066,0.9935,0.2624
Apriori,frozenset({'bottled water'}),frozenset({'butter'}),0.0013,0.0217,0.6352,0.9987,0.2509
Apriori,frozenset({'whole milk'}),frozenset({'beef'}),0.0019,0.0147,0.6386,0.9974,0.2451
Apriori,frozenset({'whipped/sour cream'}),frozenset({'brown bread'}),0.0012,0.027,0.6707,0.9974,0.2591
Apriori,frozenset({'root vegetables'}),frozenset({'other vegetables'}),0.0028,0.0455,0.4269,1.0,0.1816
Apriori,frozenset({'shopping bags'}),frozenset({'pip fruit'}),0.0013,0.0249,0.6642,0.9974,0.2563
Apriori,frozenset({'pastry'}),frozenset({'other vegetables'}),0.0025,0.0506,0.4743,0.9987,0.1944
Apriori,frozenset({'cream cheese '}),frozenset({'rolls/buns'}),0.0017,0.0707,0.6939,0.9921,0.2511
Apriori,frozenset({'beef'}),frozenset({'rolls/buns'}),0.0014,0.0625,0.6133,0.9961,0.237
Apriori,frozenset({'rolls/buns'}),frozenset({'pork'}),0.0013,0.0129,0.6876,0.9974,0.2631
Apriori,frozenset({'whole milk'}),frozenset({'napkins'}),0.0025,0.0192,0.77,0.9908,0.2657
Apriori,frozenset({'sausage'}),frozenset({'rolls/buns'}),0.0014,0.0558,0.5477,0.9987,0.2228
